"o.sites","counted","marked","yearname","year","cheatgrass","sagebrush","Feb.minT","AprMay.maxT"
1,"yes","no","yr2007",2007,4.2,1.5,-11.1,32.2
2,"no","no","yr2007",2007,10.4,1.2,-11.1,32.2
3,"no","no","yr2007",2007,11.5,19,-11.1,32.2
4,"yes","no","yr2007",2007,12,7.3,-11.1,32.2
5,"no","no","yr2007",2007,9.1,1.1,-11.1,32.2
6,"yes","no","yr2007",2007,26.6,4.5,-11.1,32.2
7,"no","no","yr2007",2007,10.3,0,-11.1,32.2
8,"yes","yes","yr2007",2007,9.9,3.5,-11.1,32.2
9,"no","no","yr2007",2007,8.7,0.3,-11.1,32.2
10,"yes","no","yr2007",2007,3.3,2.4,-11.1,32.2
11,"yes","no","yr2007",2007,2.9,2.9,-11.1,32.2
12,"yes","no","yr2007",2007,13.7,12.9,-11.1,32.2
13,"yes","yes","yr2007",2007,11.5,12,-11.1,32.2
14,"yes","yes","yr2007",2007,11.5,13.5,-11.1,32.2
15,"no","no","yr2007",2007,8.8,1.3,-11.1,32.2
16,"no","no","yr2007",2007,3,0.6,-11.1,32.2
17,"yes","no","yr2007",2007,10.3,4.2,-11.1,32.2
18,"no","no","yr2007",2007,0.1,0,-11.1,32.2
19,"yes","no","yr2007",2007,10.6,3.5,-11.1,32.2
20,"yes","no","yr2007",2007,7.3,0.3,-11.1,32.2
21,"yes","no","yr2007",2007,10.3,3.3,-11.1,32.2
22,"yes","no","yr2007",2007,12.9,0.6,-11.1,32.2
23,"no","no","yr2007",2007,13.3,3.7,-11.1,32.2
24,"no","no","yr2007",2007,16.2,0.9,-11.1,32.2
25,"no","no","yr2007",2007,17,6.6,-11.1,32.2
26,"yes","no","yr2007",2007,7.3,0.2,-11.1,32.2
27,"no","no","yr2007",2007,11.8,0.7,-11.1,32.2
28,"no","no","yr2007",2007,2.4,0.5,-11.1,32.2
29,"no","no","yr2007",2007,7.1,0.3,-11.1,32.2
30,"yes","no","yr2007",2007,6.8,1.1,-11.1,32.2
31,"no","no","yr2007",2007,16.3,7.6,-11.1,32.2
32,"no","no","yr2007",2007,2.6,0.1,-11.1,32.2
33,"no","no","yr2007",2007,10.8,11.9,-11.1,32.2
34,"no","no","yr2007",2007,17,8.3,-11.1,32.2
35,"yes","no","yr2007",2007,21.9,4.1,-11.1,32.2
36,"no","no","yr2007",2007,2.5,1.8,-11.1,32.2
37,"yes","no","yr2007",2007,6.2,0.3,-11.1,32.2
38,"yes","no","yr2007",2007,2.3,0,-11.1,32.2
39,"yes","yes","yr2007",2007,4.1,0,-11.1,32.2
40,"no","no","yr2007",2007,7.5,1.7,-11.1,32.2
41,"no","no","yr2007",2007,11.8,7.5,-11.1,32.2
42,"no","no","yr2007",2007,10.1,3.8,-11.1,32.2
43,"no","no","yr2007",2007,4.5,0.6,-11.1,32.2
44,"yes","no","yr2007",2007,10,8,-11.1,32.2
45,"yes","no","yr2007",2007,1,1.8,-11.1,32.2
46,"yes","yes","yr2007",2007,2.1,0.6,-11.1,32.2
47,"no","no","yr2007",2007,16.5,0.3,-11.1,32.2
48,"no","no","yr2007",2007,0.2,0,-11.1,32.2
49,"yes","no","yr2007",2007,16.9,11.6,-11.1,32.2
50,"yes","no","yr2007",2007,18.1,2.7,-11.1,32.2
51,"no","no","yr2007",2007,19.9,4.7,-11.1,32.2
52,"yes","no","yr2007",2007,8.9,1.5,-11.1,32.2
53,"no","no","yr2007",2007,14.5,4.7,-11.1,32.2
54,"no","no","yr2007",2007,9.4,5,-11.1,32.2
55,"yes","no","yr2007",2007,0,0,-11.1,32.2
56,"yes","no","yr2007",2007,10.6,0,-11.1,32.2
57,"no","no","yr2007",2007,7.1,1.7,-11.1,32.2
58,"yes","yes","yr2007",2007,17.9,4.4,-11.1,32.2
59,"no","no","yr2007",2007,16.5,0.5,-11.1,32.2
60,"yes","no","yr2007",2007,6.3,2,-11.1,32.2
61,"no","no","yr2007",2007,17.2,0,-11.1,32.2
62,"yes","yes","yr2007",2007,18.6,1,-11.1,32.2
63,"no","no","yr2007",2007,23.9,5.4,-11.1,32.2
64,"no","no","yr2007",2007,10.2,0.4,-11.1,32.2
65,"yes","no","yr2007",2007,4.9,0.2,-11.1,32.2
66,"no","no","yr2007",2007,9.5,5.4,-11.1,32.2
67,"no","no","yr2007",2007,12.3,4.2,-11.1,32.2
68,"yes","yes","yr2007",2007,12.6,5.7,-11.1,32.2
69,"yes","yes","yr2007",2007,13.5,1.7,-11.1,32.2
70,"no","no","yr2007",2007,1.9,6.1,-11.1,32.2
71,"yes","no","yr2007",2007,5.3,3.4,-11.1,32.2
72,"no","no","yr2007",2007,16.1,0.3,-11.1,32.2
73,"no","no","yr2007",2007,11.9,11.4,-11.1,32.2
74,"no","no","yr2007",2007,3.6,0,-11.1,32.2
75,"yes","yes","yr2007",2007,12.3,8.7,-11.1,32.2
76,"yes","yes","yr2007",2007,15,3.3,-11.1,32.2
77,"no","no","yr2007",2007,4.8,0.3,-11.1,32.2
78,"no","no","yr2007",2007,29.1,6.8,-11.1,32.2
79,"yes","no","yr2007",2007,14.1,16,-11.1,32.2
80,"no","no","yr2007",2007,7.2,3.1,-11.1,32.2
81,"no","no","yr2007",2007,7.1,0.9,-11.1,32.2
82,"no","no","yr2007",2007,17.6,4.7,-11.1,32.2
83,"yes","yes","yr2007",2007,24.1,1.8,-11.1,32.2
84,"yes","yes","yr2007",2007,2.9,9,-11.1,32.2
85,"no","no","yr2007",2007,7.4,0.1,-11.1,32.2
86,"yes","yes","yr2007",2007,5,2.1,-11.1,32.2
87,"no","no","yr2007",2007,10.1,0,-11.1,32.2
88,"yes","no","yr2007",2007,20.5,5.4,-11.1,32.2
89,"no","no","yr2007",2007,17.7,4.5,-11.1,32.2
90,"no","no","yr2007",2007,1.3,0,-11.1,32.2
91,"yes","yes","yr2007",2007,7.3,0.8,-11.1,32.2
92,"yes","no","yr2007",2007,15.3,8.9,-11.1,32.2
93,"yes","yes","yr2007",2007,9.4,3.4,-11.1,32.2
94,"yes","yes","yr2007",2007,3.5,2.4,-11.1,32.2
95,"yes","yes","yr2007",2007,19.5,6.9,-11.1,32.2
96,"no","no","yr2007",2007,12.2,8.3,-11.1,32.2
97,"yes","no","yr2007",2007,13,12.9,-11.1,32.2
98,"yes","yes","yr2007",2007,13.7,5.8,-11.1,32.2
99,"no","no","yr2007",2007,16.6,1.3,-11.1,32.2
100,"yes","yes","yr2007",2007,20.9,9.4,-11.1,32.2
1,"yes","no","yr2008",2008,2.3,1.5,-5.6,35
2,"no","no","yr2008",2008,7.8,1.2,-5.6,35
3,"no","no","yr2008",2008,11.5,21.4,-5.6,35
4,"yes","no","yr2008",2008,7.1,7.3,-5.6,35
5,"no","no","yr2008",2008,9.8,1.2,-5.6,35
6,"yes","no","yr2008",2008,22.8,4.5,-5.6,35
7,"no","no","yr2008",2008,11.8,0,-5.6,35
8,"yes","yes","yr2008",2008,9.3,3.5,-5.6,35
9,"no","no","yr2008",2008,1.7,0.3,-5.6,35
10,"yes","no","yr2008",2008,5,2.4,-5.6,35
11,"yes","no","yr2008",2008,2.6,2.9,-5.6,35
12,"yes","no","yr2008",2008,13.1,13.5,-5.6,35
13,"yes","yes","yr2008",2008,13.5,12.1,-5.6,35
14,"yes","yes","yr2008",2008,9.3,13.5,-5.6,35
15,"no","no","yr2008",2008,4.8,1.3,-5.6,35
16,"no","no","yr2008",2008,3.2,0.6,-5.6,35
17,"yes","no","yr2008",2008,10.2,4.2,-5.6,35
18,"no","no","yr2008",2008,0,0,-5.6,35
19,"yes","no","yr2008",2008,4,3.5,-5.6,35
20,"yes","no","yr2008",2008,4,0.3,-5.6,35
21,"yes","no","yr2008",2008,9.9,3.5,-5.6,35
22,"yes","no","yr2008",2008,9.4,0.6,-5.6,35
23,"no","no","yr2008",2008,11.7,3.8,-5.6,35
24,"no","no","yr2008",2008,17,1,-5.6,35
25,"no","no","yr2008",2008,16.1,7.7,-5.6,35
26,"yes","no","yr2008",2008,7.1,0.2,-5.6,35
27,"no","no","yr2008",2008,10.4,0.7,-5.6,35
28,"no","no","yr2008",2008,3.1,0.5,-5.6,35
29,"no","no","yr2008",2008,6.9,0.4,-5.6,35
30,"yes","no","yr2008",2008,6.7,1.1,-5.6,35
31,"no","no","yr2008",2008,13.4,8.4,-5.6,35
32,"no","no","yr2008",2008,2.8,0.1,-5.6,35
33,"no","no","yr2008",2008,10.9,11.9,-5.6,35
34,"no","no","yr2008",2008,13.3,8.6,-5.6,35
35,"yes","no","yr2008",2008,24.8,4.1,-5.6,35
36,"no","no","yr2008",2008,3.7,1.8,-5.6,35
37,"yes","no","yr2008",2008,5.8,0.3,-5.6,35
38,"yes","no","yr2008",2008,0.4,0,-5.6,35
39,"yes","yes","yr2008",2008,2.9,0,-5.6,35
40,"no","no","yr2008",2008,6.4,1.8,-5.6,35
41,"no","no","yr2008",2008,10.8,8,-5.6,35
42,"no","no","yr2008",2008,8.7,4.3,-5.6,35
43,"no","no","yr2008",2008,2.4,0.6,-5.6,35
44,"yes","no","yr2008",2008,9.9,8,-5.6,35
45,"yes","no","yr2008",2008,3.2,1.8,-5.6,35
46,"yes","yes","yr2008",2008,3.5,0.6,-5.6,35
47,"no","no","yr2008",2008,10,1.7,-5.6,35
48,"no","no","yr2008",2008,0,0,-5.6,35
49,"yes","no","yr2008",2008,10.4,12.5,-5.6,35
50,"yes","no","yr2008",2008,13.7,2.7,-5.6,35
51,"no","no","yr2008",2008,19.6,4.8,-5.6,35
52,"yes","no","yr2008",2008,7.1,1.5,-5.6,35
53,"no","no","yr2008",2008,12.5,4.7,-5.6,35
54,"no","no","yr2008",2008,2.8,5,-5.6,35
55,"yes","no","yr2008",2008,11.8,0,-5.6,35
56,"yes","no","yr2008",2008,2.9,0,-5.6,35
57,"no","no","yr2008",2008,7.3,1.7,-5.6,35
58,"yes","yes","yr2008",2008,14.5,4.4,-5.6,35
59,"no","no","yr2008",2008,16.7,0.5,-5.6,35
60,"yes","no","yr2008",2008,3.3,2,-5.6,35
61,"no","no","yr2008",2008,1.9,0,-5.6,35
62,"yes","yes","yr2008",2008,17.3,1,-5.6,35
63,"no","no","yr2008",2008,23.2,5.4,-5.6,35
64,"no","no","yr2008",2008,9.2,0.4,-5.6,35
65,"yes","no","yr2008",2008,0.5,0.2,-5.6,35
66,"no","no","yr2008",2008,8.8,5.6,-5.6,35
67,"no","no","yr2008",2008,8,4.2,-5.6,35
68,"yes","yes","yr2008",2008,12.2,5.8,-5.6,35
69,"yes","yes","yr2008",2008,9.5,3.7,-5.6,35
70,"no","no","yr2008",2008,5.8,6.2,-5.6,35
71,"yes","no","yr2008",2008,6.9,3.5,-5.6,35
72,"no","no","yr2008",2008,9.5,2.2,-5.6,35
73,"no","no","yr2008",2008,9.4,13.5,-5.6,35
74,"no","no","yr2008",2008,7.9,0,-5.6,35
75,"yes","yes","yr2008",2008,11.9,9.3,-5.6,35
76,"yes","yes","yr2008",2008,13.9,3.3,-5.6,35
77,"no","no","yr2008",2008,1.3,0.3,-5.6,35
78,"no","no","yr2008",2008,19.1,6.8,-5.6,35
79,"yes","no","yr2008",2008,11.7,16.5,-5.6,35
80,"no","no","yr2008",2008,8.6,3.1,-5.6,35
81,"no","no","yr2008",2008,5.6,2.3,-5.6,35
82,"no","no","yr2008",2008,16.9,4.8,-5.6,35
83,"yes","yes","yr2008",2008,14.2,2.1,-5.6,35
84,"yes","yes","yr2008",2008,2.5,9,-5.6,35
85,"no","no","yr2008",2008,2.9,0.1,-5.6,35
86,"yes","yes","yr2008",2008,3,2.1,-5.6,35
87,"no","no","yr2008",2008,8.6,0,-5.6,35
88,"yes","no","yr2008",2008,13.3,6,-5.6,35
89,"no","no","yr2008",2008,16.1,4.5,-5.6,35
90,"no","no","yr2008",2008,0.1,0,-5.6,35
91,"yes","yes","yr2008",2008,5.7,0.8,-5.6,35
92,"yes","no","yr2008",2008,11.9,9,-5.6,35
93,"yes","yes","yr2008",2008,8.2,3.5,-5.6,35
94,"yes","yes","yr2008",2008,3.7,2.4,-5.6,35
95,"yes","yes","yr2008",2008,12.5,9.8,-5.6,35
96,"no","no","yr2008",2008,12.2,9.5,-5.6,35
97,"yes","no","yr2008",2008,11.2,13,-5.6,35
98,"yes","yes","yr2008",2008,9.8,6.4,-5.6,35
99,"no","no","yr2008",2008,10.2,1.3,-5.6,35
100,"yes","yes","yr2008",2008,15.6,9.4,-5.6,35
1,"yes","no","yr2009",2009,10.7,1,-6.7,36.7
2,"no","no","yr2009",2009,6,5.1,-6.7,36.7
3,"no","no","yr2009",2009,11.4,21.4,-6.7,36.7
4,"yes","no","yr2009",2009,14.4,6.4,-6.7,36.7
5,"no","no","yr2009",2009,10.4,0.9,-6.7,36.7
6,"yes","no","yr2009",2009,21.3,4.6,-6.7,36.7
7,"no","no","yr2009",2009,8.1,3.1,-6.7,36.7
8,"yes","yes","yr2009",2009,5.4,2.8,-6.7,36.7
9,"no","no","yr2009",2009,12.9,3.6,-6.7,36.7
10,"yes","no","yr2009",2009,6.1,2.7,-6.7,36.7
11,"yes","no","yr2009",2009,3.2,3.5,-6.7,36.7
12,"yes","no","yr2009",2009,12.4,14.2,-6.7,36.7
13,"yes","yes","yr2009",2009,6.4,17,-6.7,36.7
14,"yes","yes","yr2009",2009,8.9,12.5,-6.7,36.7
15,"no","no","yr2009",2009,1.7,1.8,-6.7,36.7
16,"no","no","yr2009",2009,7.7,0.5,-6.7,36.7
17,"yes","no","yr2009",2009,9.4,4.1,-6.7,36.7
18,"no","no","yr2009",2009,0.5,0,-6.7,36.7
19,"yes","no","yr2009",2009,13.1,4.7,-6.7,36.7
20,"yes","no","yr2009",2009,6.7,0.4,-6.7,36.7
21,"yes","no","yr2009",2009,10.2,5.6,-6.7,36.7
22,"yes","no","yr2009",2009,9,0.6,-6.7,36.7
23,"no","no","yr2009",2009,11.2,4.5,-6.7,36.7
24,"no","no","yr2009",2009,11.2,0.4,-6.7,36.7
25,"no","no","yr2009",2009,16.4,7.7,-6.7,36.7
26,"yes","no","yr2009",2009,11.4,3.7,-6.7,36.7
27,"no","no","yr2009",2009,8.9,0.4,-6.7,36.7
28,"no","no","yr2009",2009,11.6,4.1,-6.7,36.7
29,"no","no","yr2009",2009,8.5,0.6,-6.7,36.7
30,"yes","no","yr2009",2009,4,1,-6.7,36.7
31,"no","no","yr2009",2009,9.9,10.1,-6.7,36.7
32,"no","no","yr2009",2009,7.9,1.9,-6.7,36.7
33,"no","no","yr2009",2009,10.8,11.9,-6.7,36.7
34,"no","no","yr2009",2009,13.3,8,-6.7,36.7
35,"yes","no","yr2009",2009,20.6,3.3,-6.7,36.7
36,"no","no","yr2009",2009,1.7,1.4,-6.7,36.7
37,"yes","no","yr2009",2009,2.1,0.2,-6.7,36.7
38,"yes","no","yr2009",2009,9.9,0.1,-6.7,36.7
39,"yes","yes","yr2009",2009,6.8,0,-6.7,36.7
40,"no","no","yr2009",2009,5.2,2.4,-6.7,36.7
41,"no","no","yr2009",2009,17.6,8.3,-6.7,36.7
42,"no","no","yr2009",2009,8.1,4.8,-6.7,36.7
43,"no","no","yr2009",2009,7.4,2.3,-6.7,36.7
44,"yes","no","yr2009",2009,9.6,8.5,-6.7,36.7
45,"yes","no","yr2009",2009,5.9,3.3,-6.7,36.7
46,"yes","yes","yr2009",2009,8.3,2,-6.7,36.7
47,"no","no","yr2009",2009,13.7,2.2,-6.7,36.7
48,"no","no","yr2009",2009,0,0,-6.7,36.7
49,"yes","no","yr2009",2009,9,11.1,-6.7,36.7
50,"yes","no","yr2009",2009,14.4,3.8,-6.7,36.7
51,"no","no","yr2009",2009,12.3,7.1,-6.7,36.7
52,"yes","no","yr2009",2009,7.8,1.4,-6.7,36.7
53,"no","no","yr2009",2009,12.8,2.9,-6.7,36.7
54,"no","no","yr2009",2009,5,4.2,-6.7,36.7
55,"yes","no","yr2009",2009,5.4,0.2,-6.7,36.7
56,"yes","no","yr2009",2009,15.3,1.5,-6.7,36.7
57,"no","no","yr2009",2009,7,1.6,-6.7,36.7
58,"yes","yes","yr2009",2009,15.1,3.9,-6.7,36.7
59,"no","no","yr2009",2009,16.3,0.6,-6.7,36.7
60,"yes","no","yr2009",2009,5.7,3,-6.7,36.7
61,"no","no","yr2009",2009,6.1,0,-6.7,36.7
62,"yes","yes","yr2009",2009,16.4,3.7,-6.7,36.7
63,"no","no","yr2009",2009,18.5,5.2,-6.7,36.7
64,"no","no","yr2009",2009,6.4,0.6,-6.7,36.7
65,"yes","no","yr2009",2009,12.4,3.4,-6.7,36.7
66,"no","no","yr2009",2009,9,5.4,-6.7,36.7
67,"no","no","yr2009",2009,10.8,3.2,-6.7,36.7
68,"yes","yes","yr2009",2009,11.7,5.2,-6.7,36.7
69,"yes","yes","yr2009",2009,11.1,4.8,-6.7,36.7
70,"no","no","yr2009",2009,0,5.3,-6.7,36.7
71,"yes","no","yr2009",2009,5.1,4,-6.7,36.7
72,"no","no","yr2009",2009,8,4.5,-6.7,36.7
73,"no","no","yr2009",2009,9.7,13.5,-6.7,36.7
74,"no","no","yr2009",2009,1.9,1.1,-6.7,36.7
75,"yes","yes","yr2009",2009,9.9,8.3,-6.7,36.7
76,"yes","yes","yr2009",2009,11.6,5.3,-6.7,36.7
77,"no","no","yr2009",2009,12.8,2.6,-6.7,36.7
78,"no","no","yr2009",2009,18.6,5.8,-6.7,36.7
79,"yes","no","yr2009",2009,8.4,19.3,-6.7,36.7
80,"no","no","yr2009",2009,7,2.6,-6.7,36.7
81,"no","no","yr2009",2009,3.8,5.5,-6.7,36.7
82,"no","no","yr2009",2009,17.3,4.5,-6.7,36.7
83,"yes","yes","yr2009",2009,24.8,3.8,-6.7,36.7
84,"yes","yes","yr2009",2009,3.3,8.8,-6.7,36.7
85,"no","no","yr2009",2009,11.5,1.1,-6.7,36.7
86,"yes","yes","yr2009",2009,4.6,2.6,-6.7,36.7
87,"no","no","yr2009",2009,12.1,3.6,-6.7,36.7
88,"yes","no","yr2009",2009,15.6,6.4,-6.7,36.7
89,"no","no","yr2009",2009,17.9,4.2,-6.7,36.7
90,"no","no","yr2009",2009,2.6,0,-6.7,36.7
91,"yes","yes","yr2009",2009,6.7,2.9,-6.7,36.7
92,"yes","no","yr2009",2009,14.8,7.2,-6.7,36.7
93,"yes","yes","yr2009",2009,7.9,6,-6.7,36.7
94,"yes","yes","yr2009",2009,3.7,2.9,-6.7,36.7
95,"yes","yes","yr2009",2009,15,9.3,-6.7,36.7
96,"no","no","yr2009",2009,13.2,10.1,-6.7,36.7
97,"yes","no","yr2009",2009,10.5,13.7,-6.7,36.7
98,"yes","yes","yr2009",2009,11.4,7.5,-6.7,36.7
99,"no","no","yr2009",2009,14.3,2.9,-6.7,36.7
100,"yes","yes","yr2009",2009,17.6,8.3,-6.7,36.7
1,"yes","no","yr2010",2010,16.3,1.2,-4.4,28.3
2,"no","no","yr2010",2010,11.7,10.1,-4.4,28.3
3,"no","no","yr2010",2010,11.4,21.4,-4.4,28.3
4,"yes","no","yr2010",2010,12.3,5.4,-4.4,28.3
5,"no","no","yr2010",2010,12.5,1.3,-4.4,28.3
6,"yes","no","yr2010",2010,23.7,4.1,-4.4,28.3
7,"no","no","yr2010",2010,10.8,1.9,-4.4,28.3
8,"yes","yes","yr2010",2010,11.2,3.6,-4.4,28.3
9,"no","no","yr2010",2010,19.2,2,-4.4,28.3
10,"yes","no","yr2010",2010,6.6,2.6,-4.4,28.3
11,"yes","no","yr2010",2010,3.3,4.1,-4.4,28.3
12,"yes","no","yr2010",2010,12.6,14.6,-4.4,28.3
13,"yes","yes","yr2010",2010,10.9,15.5,-4.4,28.3
14,"yes","yes","yr2010",2010,9.5,11.7,-4.4,28.3
15,"no","no","yr2010",2010,18.3,5.6,-4.4,28.3
16,"no","no","yr2010",2010,13.4,0.4,-4.4,28.3
17,"yes","no","yr2010",2010,12.3,4,-4.4,28.3
18,"no","no","yr2010",2010,2.4,0.4,-4.4,28.3
19,"yes","no","yr2010",2010,9.5,3.9,-4.4,28.3
20,"yes","no","yr2010",2010,10.9,0.7,-4.4,28.3
21,"yes","no","yr2010",2010,9.3,5.2,-4.4,28.3
22,"yes","no","yr2010",2010,15.9,2,-4.4,28.3
23,"no","no","yr2010",2010,10.2,4.9,-4.4,28.3
24,"no","no","yr2010",2010,15.3,3.5,-4.4,28.3
25,"no","no","yr2010",2010,17.3,9.3,-4.4,28.3
26,"yes","no","yr2010",2010,12.4,4.2,-4.4,28.3
27,"no","no","yr2010",2010,17.4,1.4,-4.4,28.3
28,"no","no","yr2010",2010,9.8,4.7,-4.4,28.3
29,"no","no","yr2010",2010,14.1,1.1,-4.4,28.3
30,"yes","no","yr2010",2010,8.5,1.2,-4.4,28.3
31,"no","no","yr2010",2010,15.9,16.1,-4.4,28.3
32,"no","no","yr2010",2010,7.5,2.1,-4.4,28.3
33,"no","no","yr2010",2010,11.7,12.6,-4.4,28.3
34,"no","no","yr2010",2010,16.6,7.3,-4.4,28.3
35,"yes","no","yr2010",2010,23.3,2.3,-4.4,28.3
36,"no","no","yr2010",2010,5.1,2.2,-4.4,28.3
37,"yes","no","yr2010",2010,14.1,0,-4.4,28.3
38,"yes","no","yr2010",2010,12.6,0.1,-4.4,28.3
39,"yes","yes","yr2010",2010,12.3,0,-4.4,28.3
40,"no","no","yr2010",2010,7.3,10.5,-4.4,28.3
41,"no","no","yr2010",2010,21.6,8.6,-4.4,28.3
42,"no","no","yr2010",2010,13.9,4.2,-4.4,28.3
43,"no","no","yr2010",2010,8.2,1.2,-4.4,28.3
44,"yes","no","yr2010",2010,10.2,8.7,-4.4,28.3
45,"yes","no","yr2010",2010,5.6,3,-4.4,28.3
46,"yes","yes","yr2010",2010,8,2.5,-4.4,28.3
47,"no","no","yr2010",2010,19.6,4,-4.4,28.3
48,"no","no","yr2010",2010,5.6,0,-4.4,28.3
49,"yes","no","yr2010",2010,15.1,19.3,-4.4,28.3
50,"yes","no","yr2010",2010,17,3.9,-4.4,28.3
51,"no","no","yr2010",2010,10.3,6,-4.4,28.3
52,"yes","no","yr2010",2010,13.9,4.3,-4.4,28.3
53,"no","no","yr2010",2010,14.8,3.5,-4.4,28.3
54,"no","no","yr2010",2010,15.5,4.4,-4.4,28.3
55,"yes","no","yr2010",2010,22.5,0.2,-4.4,28.3
56,"yes","no","yr2010",2010,24,1.5,-4.4,28.3
57,"no","no","yr2010",2010,13.2,3.9,-4.4,28.3
58,"yes","yes","yr2010",2010,13.1,5.4,-4.4,28.3
59,"no","no","yr2010",2010,21.8,0.7,-4.4,28.3
60,"yes","no","yr2010",2010,10.5,3.6,-4.4,28.3
61,"no","no","yr2010",2010,15,0.6,-4.4,28.3
62,"yes","yes","yr2010",2010,13.6,2.8,-4.4,28.3
63,"no","no","yr2010",2010,20.6,4.5,-4.4,28.3
64,"no","no","yr2010",2010,16.5,1,-4.4,28.3
65,"yes","no","yr2010",2010,15.5,2.1,-4.4,28.3
66,"no","no","yr2010",2010,12.2,6.4,-4.4,28.3
67,"no","no","yr2010",2010,12,2.1,-4.4,28.3
68,"yes","yes","yr2010",2010,15.4,6.6,-4.4,28.3
69,"yes","yes","yr2010",2010,17.6,12.2,-4.4,28.3
70,"no","no","yr2010",2010,6.8,4.9,-4.4,28.3
71,"yes","no","yr2010",2010,8.5,7.7,-4.4,28.3
72,"no","no","yr2010",2010,18.6,4.9,-4.4,28.3
73,"no","no","yr2010",2010,13.5,11.2,-4.4,28.3
74,"no","no","yr2010",2010,6.1,0.5,-4.4,28.3
75,"yes","yes","yr2010",2010,12,9.8,-4.4,28.3
76,"yes","yes","yr2010",2010,10.4,5.2,-4.4,28.3
77,"no","no","yr2010",2010,11.3,2.4,-4.4,28.3
78,"no","no","yr2010",2010,20.7,4.9,-4.4,28.3
79,"yes","no","yr2010",2010,12.2,18.2,-4.4,28.3
80,"no","no","yr2010",2010,20.3,2.1,-4.4,28.3
81,"no","no","yr2010",2010,16,6.6,-4.4,28.3
82,"no","no","yr2010",2010,18.3,5.3,-4.4,28.3
83,"yes","yes","yr2010",2010,15.6,2.9,-4.4,28.3
84,"yes","yes","yr2010",2010,3.4,8.9,-4.4,28.3
85,"no","no","yr2010",2010,18.5,0.7,-4.4,28.3
86,"yes","yes","yr2010",2010,6,2.3,-4.4,28.3
87,"no","no","yr2010",2010,12.3,2.9,-4.4,28.3
88,"yes","no","yr2010",2010,17.4,7.3,-4.4,28.3
89,"no","no","yr2010",2010,4.1,0,-4.4,28.3
90,"no","no","yr2010",2010,0.9,0,-4.4,28.3
91,"yes","yes","yr2010",2010,7.4,3.2,-4.4,28.3
92,"yes","no","yr2010",2010,15.2,7.1,-4.4,28.3
93,"yes","yes","yr2010",2010,8.8,6.4,-4.4,28.3
94,"yes","yes","yr2010",2010,3.3,2.6,-4.4,28.3
95,"yes","yes","yr2010",2010,19.4,7.4,-4.4,28.3
96,"no","no","yr2010",2010,13.6,11.2,-4.4,28.3
97,"yes","no","yr2010",2010,8.2,14,-4.4,28.3
